151	36676.00						4480	4486		
152	36677.00						4490	4502		
153	36678.00						4552	4553		
154	36679.00						4567	4573		
155	36680.00						4647	4676		
156	36681.00						4681	4692		
157	36682.00						4702	4725		
158	36683.00						4731	4741		
159	36684.00						4742	4745		
160	36685.00						4749	4750		
161	36686.00						4771	4778		
162	36687.00						4784	4787		
163	36688.00						4814	4817		
164	36689.00						4827	4828		
165	36690.00						4879	4890		
166	36691.00						4918	4921		
167	36692.00						4926	4933		
168	36693.00						4949	4957		
169	36694.00						4993	5035		
170	36695.00						5038	5039		
171	36696.00						5048	5061		
172	36697.00						5066	5067		
173	36698.00						5072	5073		
174	36699.00						5094	5107		
175	36700.00						5109	5111		
176	36701.00						5113	5117		
177	36702.00						5127	5131		
178	36703.00						5136	5140		
179	36704.00						5145	5146		
180	36705.00						5150	5152		
181	36706.00						5155	5159		
182	36707.00						5164	5165		
183	36708.00						5169	5173		
184	36709.00						5192	5194		
185	36710.00						5234	5235		
186	36711.00						5243	5247		
187	36712.00						5259	5305		
188	36713.00						5331	5334		
189	36714.00						5337	5341		
190	36715.00						5343	5352		
191	36716.00						5369	5421		
192	36717.00						5431	5433		
193	36718.00						5451	5460		
194	36719.00						5464	5467		
195	36720.00						5473	5475		
196	36721.00									
197	36722.00									
198	36723.00									
199	36724.00									
200	36725.00									
201	36726.00									
202	36727.00									
203	36728.00									
204	36729.00									
205	36730.00									
206	36731.00									
207	36732.00									
208	36733.00									
209	36734.00									
210	36735.00									
211	36736.00									
212	36737.00									
213	36738.00									
214	36739.00									
215	36740.00									
216	36741.00									
217	36742.00									
218	36743.00									
219	36744.00									
220	36745.00									
221	36746.00									
222	36747.00									
223	36748.00									
224	36749.00									
225	36750.00									
226	36751.00									
227	36752.00									
228	36753.00									
229	36754.00									
230	36755.00									
231	36756.00									
232	36757.00									
233	36758.00									
234	36759.00									
235	36760.00									
236	36761.00									
237	36762.00									
238	36763.00									
239	36764.00									
240	36765.00									
241	36766.00									
242	36767.00									
243	36768.00									
244	36769.00									
245	36770.00									
246	36771.00									
247	36772.00									
248	36773.00									
249	36774.00									
250	36775.00									
251	36776.00									
252	36777.00									
253	36778.00									
254	36779.00									
255	36780.00									
256	36781.00									
257	36782.00									
258	36783.00									
259	36784.00									
260	36785.00									
261	36786.00									
262	36787.00									
263	36788.00									
264	36789.00									
265	36790.00									
266	36791.00									
267	36792.00									
268	36793.00									
269	36794.00									
270	36795.00									
271	36796.00									
272	36797.00									
273	36798.00									
274	36799.00									
275	36800.00									
276	36801.00									
277	36802.00									
278	36803.00									
279	36804.00									
280	36805.00									
281	36806.00									
282	36807.00									
283	36808.00									
284	36809.00									
285	36810.00									
286	36811.00									
287	36812.00									
288	36813.00									
289	36814.00									
290	36815.00									
291	36816.00									
292	36817.00									
293	36818.00									
294	36819.00									
295	36820.00									
296	36821.00									
297	36822.00									
298	36823.00									
299	36824.00									
300	36825.00									
301	36826.00									
302	36827.00									
303	36828.00									
304	36829.00									
305	36830.00									
306	36831.00									
307	36832.00									
308	36833.00									
309	36834.00									
310	36835.00									
311	36836.00									
312	36837.00									
313	36838.00									
314	36839.00									
315	36840.00									
316	36841.00									
317	36842.00									
318	36843.00									
319	36844.00									
320	36845.00									
321	36846.00									
322	36847.00									
323	36848.00									
324	36849.00									
325	36850.00									
326	36851.00									
327	36852.00									
328	36853.00									
329	36854.00									
330	36855.00									
331	36856.00									
332	36857.00									
333	36858.00									
334	36859.00									
335	36860.00									
336	36861.00									
337	36862.00									
338	36863.00									
339	36864.00									
340	36865.00									
341	36866.00									
342	36867.00									
343	36868.00									
344	36869.00									
345	36870.00									
346	36871.00									
347	36872.00									
348	36873.00									
349	36874.00									
350	36875.00									
351	36876.00									
352	36877.00									
353	36878.00									
354	36879.00									
355	36880.00									
356	36881.00									
357	36882.00									
358	36883.00									
359	36884.00									
360	36885.00									
361	36886.00									
362	36887.00									
363	36888.00									
364	36889.00									
365	36890.00									
366	36891.00									
367	36892.00									
368	36893.00									
369	36894.00									
370	36895.00									
371	36896.00									
372	36897.00									
373	36898.00									
374	36899.00									
375	36900.00									
376	36901.00									
377	36902.00									
378	36903.00									
379	36904.00									
380	36905.00									
381	36906.00									
382	36907.00									
383	36908.00									
384	36909.00									
385	36910.00									
386	36911.00									
387	36912.00									
388	36913.00									
389	36914.00									
390	36915.00									
391	36916.00									
392	36917.00									
393	36918.00									
394	36919.00									
395	36920.00									
396	36921.00									
397	36922.00									
398	36923.00									
399	36924.00									
400	36925.00									
401	36926.00									
402	36927.00									
403	36928.00									
404	36929.00									
405	36930.00									
406	36931.00									
407	36932.00									
408	36933.00									
409	36934.00									
410	36935.00									
411	36936.00									
412	36937.00									
413	36938.00									
414	36939.00									
415	36940.00									
416	36941.00									
417	36942.00									
418	36943.00									
419	36944.00									
420	36945.00									
421	36946.00									
422	36947.00									
423	36948.00									
424	36949.00									
425	36950.00									
426	36951.00									
427	36952.00									
428	36953.00									
429	36954.00									
430	36955.00									
431	36956.00									
432	36957.00									
433	36958.00									
434	36959.00									
435	36960.00									
436	36961.00									
437	36962.00									
438	36963.00									
439	36964.00									
440	36965.00									
441	36966.00									
442	36967.00									
443	36968.00									
444	36969.00									
445	36970.00									
446	36971.00									
447	36972.00									
448	36973.00									
449	36974.00									
450	36975.00									
451	36976.00									
452	36977.00									
453	36978.00									
454	36979.00									
455	36980.00									
456	36981.00									
457	36982.00									
458	36983.00									
459	36984.00									
460	36985.00									
461	36986.00									
462	36987.00									
463	36988.00									
464	36989.00									
465	36990.00									
466	36991.00									
467	36992.00									
468	36993.00									
469	36994.00									
470	36995.00									
471	36996.00									
472	36997.00									
473	36998.00									
474	36999.00									
475	37000.00									
476	37001.00									
477	37002.00									
478	37003.00									
479	37004.00									
480	37005.00									
481	37006.00									
482	37007.00									
483	37008.00									
484	37009.00									
485	37010.00									
486	37011.00									
487	37012.00									
488	37013.00									
489	37014.00									
490	37015.00									
491	37016.00									
492	37017.00									
493	37018.00									
494	37019.00									
495	37020.00									
496	37021.00									
497	37022.00									
498	37023.00									
499	37024.00									
500	37025.00									
501	37026.00									
502	37027.00									
503	37028.00									
504	37029.00									
505	37030.00									
506	37031.00									
507	37032.00									
508	37033.00									
509	37034.00									
510	37035.00									
511	37036.00									
512	37037.00									
513	37038.00									
514	37039.00									
515	37040.00									
516	37041.00									
517	37042.00									
518	37043.00									
519	37044.00									
520	37045.00									
521	37046.00									
522	37047.00									
523	37048.00									
524	37049.00									
525	37050.00									
526	37051.00									
527	37052.00									
528	37053.00									
529	37054.00									
530	37055.00									
531	37056.00									
532	37057.00									
533	37058.00									
534	37059.00									
535	37060.00									
536	37061.00									
537	37062.00									
538	37063.00									
539	37064.00									
540	37065.00									
541	37066.00									
542	37067.00									
543	37068.00									
544	37069.00									
545	37070.00									
546	37071.00									
547	37072.00									
548	37073.00									
549	37074.00									
550	37075.00									
551	37076.00									
552	37077.00									
553	37078.00									
554	37079.00									
555	37080.00									
556	37081.00									
557	37082.00									
558	37083.00									
559	37084.00									
560	37085.00									
561	37086.00									
562	37087.00									
563	37088.00									
564	37089.00									
565	37090.00									
566	37091.00									
567	37092.00									
568	37093.00									
569	37094.00									
570	37095.00									
571	37096.00									
572	37097.00									
573	37098.00									
574	37099.00									
575	37100.00									
576	37101.00									
577	37102.00									
578	37103.00									
579	37104.00									
580	37105.00									
581	37106.00									
582	37107.00									
583	37108.00									
584	37109.00									
585	37110.00									
586	37111.00									
587	37112.00									
588	37113.00									
589	37114.00									
590	37115.00									
591	37116.00									
592	37117.00									
593	37118.00									
594	37119.00									
595	37120.00									
596	37121.00									
597	37122.00									
598	37123.00									
599	37124.00									
600	37125.00									
601	37126.00									
602	37127.00									
603	37128.00									
604	37129.00									
605	37130.00									
606	37131.00									
607	37132.00									
608	37133.00									
609	37134.00									
610	37135.00									
611	37136.00									
612	37137.00									
613	37138.00									
614	37139.00									
615	37140.00									
616	37141.00									
617	37142.00									
618	37143.00									
619	37144.00									
620	37145.00									
621	37146.00									
622	37147.00									
623	37148.00									
624	37149.00									
625	37150.00									
626	37151.00									
627	37152.00									
628	37153.00									
629	37154.00									
630	37155.00									
631	37156.00									
632	37157.00									
633	37158.00									
634	37159.00									
635	37160.00									
636	37161.00									
637	37162.00									
638	37163.00									
639	37164.00									
640	37165.00									
641	37166.00									
642	37167.00									
643	37168.00									
644	37169.00									
645	37170.00									
646	37171.00									
647	37172.00									
648	37173.00									
649	37174.00									
650	37175.00									
651	37176.00									
652	37177.00									
653	37178.00									
654	37179.00									
655	37180.00									
656	37181.00									
657	37182.00									
658	37183.00									
659	37184.00									
660	37185.00									
661	37186.00									
662	37187.00									
663	37188.00									
664	37189.00									
665	37190.00									
666	37191.00									
667	37192.00									
668	37193.00									
669	37194.00									
670	37195.00									
671	37196.00									
672	37197.00									
673	37198.00									
674	37199.00									
675	37200.00									
676	37201.00									
677	37202.00									
678	37203.00									
679	37204.00									
680	37205.00									
681	37206.00									
682	37207.00									
683	37208.00									
684	37209.00									
685	37210.00									
686	37211.00									
687	37212.00									
688	37213.00									
689	37214.00									
690	37215.00									
691	37216.00									
692	37217.00									
693	37218.00									
694	37219.00									
695	37220.00									
696	37221.00									
697	37222.00									
698	37223.00									
699	37224.00									
700	37225.00									
701	37226.00									
702	37227.00									
703	37228.00									
704	37229.00									
705	37230.00									
706	37231.00									
707	37232.00									
708	37233.00									
709	37234.00									
710	37235.00									
711	37236.00									
712	37237.00									
713	37238.00									
714	37239.00									
715	37240.00									
716	37241.00									
717	37242.00									
718	37243.00									
719	37244.00									
720	37245.00									
721	37246.00									
722	37247.00									
723	37248.00									
724	37249.00									
725	37250.00									
726	37251.00									
727	37252.00									
728	37253.00									
729	37254.00									
730	37255.00									
731	37256.00									
732	37257.00									
733	37258.00									
734	37259.00									
735	37260.00									
736	37261.00									
737	37262.00									
738	37263.00									
739	37264.00									
740	37265.00									
741	37266.00									
742	37267.00									
743	37268.00									
744	37269.00									
745	37270.00									
746	37271.00									
747	37272.00									
748	37273.00									
749	37274.00									
750	37275.00									
751	37276.00									
752	37277.00									
753	37278.00									
754	37279.00									
755	37280.00									
756	37281.00									
757	37282.00									
758	37283.00									
759	37284.00									
760	37285.00									
761	37286.00									
762	37287.00									
763	37288.00									
764	37289.00									
765	37290.00									
766	37291.00									
767	37292.00									
768	37293.00									
769	37294.00									
770	37295.00									
771	37296.00									
772	37297.00									
773	37298.00									
774	37299.00									
775	37300.00									
776	37301.00									
777	37302.00									
778	37303.00									
779	37304.00									
780	37305.00									
781	37306.00									
782	37307.00									
783	37308.00									
784	37309.00									
785	37310.00									
786	37311.00									
787	37312.00									
788	37313.00									
789	37314.00									
790	37315.00									
791	37316.00									
792	37317.00									
793	37318.00									
794	37319.00									
795	37320.00									
796	37321.00									
797	37322.00									
798	37323.00									
799	37324.00									
800	37325.00									
801	37326.00									
802	37327.00									
803	37328.00									
804	37329.00									
805	37330.00									
806	37331.00									
807	37332.00									
808	37333.00									
809	37334.00									
810	37335.00									
811	37336.00									
812	37337.00									
813	37338.00									
814	37339.00									
815	37340.00									
816	37341.00									
817	37342.00									
818	37343.00									
819	37344.00									
820	37345.00									
821	37346.00									
822	37347.00									
823	37348.00									
824	37349.00									
825	37350.00									
826	37351.00									
827	37352.00									
828	37353.00									
829	37354.00									
830	37355.00									
831	37356.00									
832	37357.00									
833	37358.00									
834	37359.00									
835	37360.00									
836	37361.00									
837	37362.00									
838	37363.00									
839	37364.00									
840	37365.00									
841	37366.00									
842	37367.00									
843	37368.00									
844	37369.00									
845	37370.00									
846	37371.00									
847	37372.00									
848	37373.00									
849	37374.00									
850	37375.00									
851	37376.00									
852	37377.00									
853	37378.00									
854	37379.00									
855	37380.00									
856	37381.00									
857	37382.00									
858	37383.00									
859	37384.00									
860	37385.00									
861	37386.00									
862	37387.00									
863	37388.00									
864	37389.00									
865	37390.00									
866	37391.00									
867	37392.00									
868	37393.00									
869	37394.00									
870	37395.00									
871	37396.00									
872	37397.00									
873	37398.00									
874	37399.00									
875	37400.00									
876	37401.00									
877	37402.00									
878	37403.00									
879	37404.00									
880	37405.00									
881	37406.00									
882	37407.00									
883	37408.00									
884	37409.00									
885	37410.00									
886	37411.00									
887	37412.00									
888	37413.00									
889	37414.00									
890	37415.00									
891	37416.00	0.031	0.029	0.000	0.002	0.031				
892	37417.00	0.033	0.028	0.001	0.004	0.033				
893	37418.00	0.030	0.029	0.001	0.000	0.030				
894	37419.00	0.034	0.031	0.001	0.002	0.034				
895	37420.00	0.030	0.031	0.001	0.000	0.032				
896	37421.00	0.064	0.030	0.004	0.029	0.064				
897	37422.00	0.051	0.029	0.008	0.013	0.051				
898	37423.00	0.034	0.028	0.007	0.000	0.035				
899	37424.00	0.029	0.028	0.004	0.000	0.032				
900	37425.00	0.028	0.028	0.002	0.000	0.030				
901	37426.00	0.027	0.027	0.001	0.000	0.028				
902	37427.00	0.040	0.027	0.002	0.011	0.040				
903	37428.00	0.028	0.026	0.003	0.000	0.028				
904	37429.00	0.030	0.025	0.002	0.003	0.030				
905	37430.00	0.027	0.024	0.002	0.001	0.027				
906	37431.00	0.024	0.024	0.001	0.000	0.025				
907	37432.00	0.024	0.023	0.001	0.001	0.024				
908	37433.00	0.024	0.022	0.001	0.001	0.024				
909	37434.00	0.023	0.022	0.001	0.001	0.023				
910	37435.00	0.023	0.023	0.000	0.000	0.023				
911	37436.00	0.022	0.024	0.000	0.000	0.024				
912	37437.00	0.025	0.025	0.000	0.000	0.025				
913	37438.00	0.052	0.031	0.003	0.018	0.052				
914	37439.00	0.032	0.032	0.004	0.000	0.035				
915	37440.00	0.139	0.031	0.014	0.094	0.139				
916	37441.00	0.051	0.031	0.021	0.000	0.051				
917	37442.00	0.038	0.030	0.012	0.000	0.042				
918	37443.00	0.034	0.029	0.007	0.000	0.036				
919	37444.00	0.031	0.028	0.004	0.000	0.032				
920	37445.00	0.030	0.028	0.002	0.000	0.030				
921	37446.00	0.030	0.028	0.001	0.001	0.030				
922	37447.00	0.032	0.028	0.001	0.003	0.032				
923	37448.00	0.034	0.031	0.001	0.002	0.034				
924	37449.00	0.030	0.031	0.001	0.000	0.032				
925	37450.00	0.079	0.031	0.006	0.042	0.079				
926	37451.00	0.041	0.030	0.009	0.001	0.041				
927	37452.00	0.037	0.029	0.006	0.001	0.037				
928	37453.00	0.036	0.029	0.004	0.003	0.036				
929	37454.00	0.032	0.028	0.003	0.001	0.032				
930	37455.00	0.030	0.028	0.002	0.000	0.030				
931	37456.00	0.027	0.027	0.001	0.000	0.028				
932	37457.00	0.035	0.027	0.001	0.007	0.035				
933	37458.00	0.030	0.026	0.002	0.002	0.030				
934	37459.00	0.027	0.026	0.001	0.000	0.027				
935	37460.00	0.030	0.025	0.001	0.004	0.030				
936	37461.00	0.029	0.024	0.002	0.003	0.029				
937	37462.00	0.026	0.024	0.001	0.001	0.026				
938	37463.00	0.027	0.023	0.001	0.003	0.027				
939	37464.00	0.025	0.022	0.001	0.001	0.025				
940	37465.00	0.022	0.022	0.001	0.000	0.023				
941	37466.00	0.022	0.022	0.000	0.000	0.022				
942	37467.00	0.023	0.021	0.000	0.001	0.023				
943	37468.00	0.025	0.021	0.001	0.003	0.025				
944	37469.00	0.025	0.022	0.001	0.002	0.025				
945	37470.00	0.025	0.022	0.001	0.002	0.025				
946	37471.00	0.027	0.024	0.001	0.002	0.027				
947	37472.00	0.032	0.034	0.001	0.000	0.035				
948	37473.00	0.129	0.034	0.011	0.083	0.129				
949	37474.00	0.233	0.033	0.039	0.161	0.233				
950	37475.00	0.054	0.032	0.042	0.000	0.074				
951	37476.00	0.035	0.030	0.021	0.000	0.051				
952	37477.00	0.032	0.029	0.010	0.000	0.039				
953	37478.00	0.025	0.028	0.004	0.000	0.032				
954	37479.00	0.025	0.027	0.002	0.000	0.028				
955	37480.00	0.025	0.026	0.001	0.000	0.026				
956	37481.00	0.025	0.025	0.000	0.000	0.025				
957	37482.00	0.022	0.024	0.000	0.000	0.024				
958	37483.00	0.027	0.025	0.000	0.002	0.027				
959	37484.00	0.025	0.028	0.000	0.000	0.028				
960	37485.00	0.026	0.028	0.000	0.000	0.028				
961	37486.00	0.068	0.033	0.004	0.031	0.068				
962	37487.00	0.045	0.033	0.007	0.005	0.045				
963	37488.00	0.106	0.031	0.013	0.062	0.106				
964	37489.00	0.051	0.032	0.016	0.003	0.051				
965	37490.00	0.032	0.039	0.009	0.000	0.049				
966	37491.00	0.025	0.039	0.004	0.000	0.043				
967	37492.00	0.181	0.038	0.018	0.125	0.181				
968	37493.00	0.045	0.038	0.025	0.000	0.063				
969	37494.00	0.041	0.037	0.012	0.000	0.049				
970	37495.00	0.048	0.036	0.007	0.005	0.048				
971	37496.00	0.043	0.035	0.005	0.003	0.043				
972	37497.00	0.036	0.034	0.003	0.000	0.037				
973	37498.00	0.037	0.033	0.002	0.002	0.037				
974	37499.00	0.036	0.032	0.002	0.002	0.036				
975	37500.00	0.032	0.031	0.001	0.000	0.032				
976	37501.00	0.031	0.030	0.001	0.000	0.031				
977	37502.00	0.028	0.029	0.001	0.000	0.029				
978	37503.00	0.030	0.029	0.000	0.000	0.030				
979	37504.00	0.029	0.030	0.000	0.000	0.031				
980	37505.00	0.031	0.031	0.000	0.000	0.031				
981	37506.00	0.048	0.034	0.002	0.012	0.048				
982	37507.00	0.047	0.034	0.004	0.009	0.047				
983	37508.00	0.090	0.034	0.010	0.046	0.090				
984	37509.00	0.047	0.034	0.012	0.001	0.047				
985	37510.00	0.043	0.033	0.008	0.002	0.043				
986	37511.00	0.040	0.033	0.005	0.002	0.040				
987	37512.00	0.036	0.032	0.004	0.001	0.036				
988	37513.00	0.038	0.031	0.003	0.004	0.038				
989	37514.00	0.035	0.030	0.002	0.002	0.035				
990	37515.00	0.033	0.030	0.002	0.001	0.033				
991	37516.00	0.033	0.029	0.002	0.002	0.033				
992	37517.00	0.031	0.028	0.001	0.001	0.031				
993	37518.00	0.032	0.028	0.001	0.002	0.032				
994	37519.00	0.030	0.028	0.001	0.001	0.030				
995	37520.00	0.031	0.028	0.001	0.002	0.031				
996	37521.00	0.035	0.027	0.002	0.006	0.035				
997	37522.00	0.032	0.028	0.002	0.002	0.032				
998	37523.00	0.029	0.028	0.002	0.000	0.029				
999	37524.00	0.036	0.027	0.002	0.007	0.036				
1000	37525.00	0.036	0.027	0.003	0.006	0.036				
1001	37526.00	0.034	0.027	0.003	0.004	0.034				
1002	37527.00	0.033	0.026	0.003	0.004	0.033				
1003	37528.00	0.030	0.026	0.002	0.001	0.030				
1004	37529.00	0.030	0.026	0.002	0.002	0.030				
1005	37530.00	0.029	0.026	0.002	0.001	0.029				
1006	37531.00	0.032	0.026	0.002	0.004	0.032				
1007	37532.00	0.033	0.027	0.002	0.004	0.033				
1008	37533.00	0.031	0.027	0.002	0.001	0.031				
1009	37534.00	0.034	0.027	0.002	0.005	0.034				
1010	37535.00	0.046	0.027	0.004	0.015	0.046				
1011	37536.00	0.034	0.027	0.005	0.003	0.034				
1012	37537.00	0.032	0.027	0.003	0.002	0.032				
1013	37538.00	0.032	0.026	0.003	0.003	0.032				
1014	37539.00	0.031	0.027	0.002	0.002	0.031				
1015	37540.00	0.030	0.027	0.002	0.001	0.030				
1016	37541.00	0.035	0.029	0.002	0.004	0.035				
1017	37542.00	0.034	0.030	0.002	0.002	0.034				
1018	37543.00	0.056	0.031	0.004	0.021	0.056				
1019	37544.00	0.045	0.031	0.006	0.007	0.045				
1020	37545.00	0.046	0.033	0.006	0.008	0.046				
1021	37546.00	0.040	0.034	0.005	0.002	0.040				
1022	37547.00	0.057	0.034	0.005	0.017	0.057				
1023	37548.00	0.053	0.035	0.007	0.011	0.053				
1024	37549.00	0.048	0.036	0.006	0.006	0.048				
1025	37550.00	0.051	0.037	0.006	0.008	0.051				
1026	37551.00	0.058	0.037	0.006	0.014	0.058				
1027	37552.00	0.070	0.038	0.009	0.023	0.070				
1028	37553.00	0.054	0.039	0.009	0.006	0.054				
1029	37554.00	0.059	0.044	0.007	0.008	0.059				
1030	37555.00	0.075	0.044	0.008	0.022	0.075				
1031	37556.00	0.287	0.044	0.035	0.207	0.287				
1032	37557.00	0.085	0.044	0.048	0.000	0.092				
1033	37558.00	0.068	0.044	0.027	0.000	0.072				
1034	37559.00	0.067	0.044	0.017	0.006	0.067				
1035	37560.00	0.063	0.045	0.012	0.006	0.063				
1036	37561.00	0.066	0.048	0.009	0.009	0.066				
1037	37562.00	0.117	0.048	0.014	0.055	0.117				
1038	37563.00	0.284	0.049	0.041	0.194	0.284				
1039	37564.00	0.111	0.050	0.052	0.009	0.111				
1040	37565.00	0.104	0.051	0.035	0.018	0.104				
1041	37566.00	0.239	0.053	0.042	0.143	0.239				
1042	37567.00	0.196	0.054	0.056	0.086	0.196				
1043	37568.00	0.277	0.056	0.065	0.156	0.277				
1044	37569.00	0.265	0.057	0.077	0.131	0.265				
1045	37570.00	0.201	0.058	0.073	0.069	0.201				
1046	37571.00	0.287	0.060	0.074	0.154	0.287				
1047	37572.00	0.207	0.060	0.074	0.073	0.207				
1048	37573.00	0.301	0.059	0.076	0.165	0.301				
1049	37574.00	0.138	0.059	0.069	0.010	0.138				
1050	37575.00	0.096	0.058	0.043	0.000	0.101				
1051	37576.00	0.085	0.057	0.026	0.003	0.085				
1052	37577.00	0.074	0.056	0.016	0.002	0.074				
1053	37578.00	0.071	0.055	0.011	0.005	0.071				
1054	37579.00	0.063	0.054	0.007	0.002	0.063				
1055	37580.00	0.063	0.053	0.005	0.005	0.063				
1056	37581.00	0.068	0.053	0.005	0.010	0.068				
1057	37582.00	0.060	0.052	0.005	0.003	0.060				
1058	37583.00	0.082	0.052	0.006	0.023	0.082				
1059	37584.00	0.070	0.052	0.008	0.010	0.070				
1060	37585.00	0.083	0.051	0.009	0.022	0.083				
1061	37586.00	0.072	0.052	0.010	0.010	0.072				
1062	37587.00	0.070	0.051	0.009	0.010	0.070				
1063	37588.00	0.098	0.051	0.011	0.036	0.098				
1064	37589.00	0.076	0.052	0.013	0.011	0.076				
1065	37590.00	0.071	0.054	0.010	0.006	0.071				
1066	37591.00	0.155	0.054	0.018	0.083	0.155				
1067	37592.00	0.314	0.054	0.049	0.210	0.314				
1068	37593.00	0.118	0.054	0.058	0.005	0.118				
1069	37594.00	0.123	0.054	0.040	0.029	0.123				
1070	37595.00	0.109	0.054	0.031	0.024	0.109				
1071	37596.00	0.090	0.053	0.024	0.013	0.090				
1072	37597.00	0.079	0.052	0.017	0.009	0.079				
1073	37598.00	0.070	0.051	0.013	0.006	0.070				
1074	37599.00	0.061	0.050	0.009	0.003	0.061				
1075	37600.00	0.056	0.048	0.006	0.002	0.056				
1076	37601.00	0.051	0.047	0.004	0.000	0.051				
1077	37602.00	0.050	0.047	0.002	0.001	0.050				
1078	37603.00	0.050	0.047	0.002	0.001	0.050				
1079	37604.00	0.050	0.048	0.001	0.001	0.050				
1080	37605.00	0.131	0.049	0.010	0.072	0.131				
1081	37606.00	0.182	0.049	0.029	0.104	0.182				
1082	37607.00	0.120	0.049	0.036	0.035	0.120				
1083	37608.00	0.092	0.049	0.028	0.015	0.092				
1084	37609.00	0.076	0.051	0.020	0.005	0.076				
1085	37610.00	0.072	0.053	0.013	0.005	0.072				
1086	37611.00	0.077	0.054	0.011	0.013	0.077				
